objectid,reg,dep,cv,codgeo,libgeo,p21_pop
111753,74,23,2312,23193,Sainte-Feyre,2497
138653,11,91,9118,91666,Villejust,2496
130469,72,40,4009,40168,Magescq,2493
134792,52,72,7218,72373,Vibraye,2493
135823,42,67,6701,67356,Offendorf,2493
118454,93,84,8405,84083,Mornas,2492
130845,83,63,6307,63417,Sayat,2491
130868,31,59,5905,59344,Leval,2491
131169,25,14,1418,14570,Saint-Cyr-du-Ronceray,2491
139892,53,56,5621,56255,Treffléan,2491
135674,42,67,6703,67237,Kilstett,2491
129840,25,61,6110,61117,Condé-sur-Sarthe,2490
124109,53,35,3510,35014,Bais,2488
122105,53,22,2216,22185,Plénée-Jugon,2487
114405,25,14,1406,14566,Saint-Contest,2487
117541,82,74,7406,74183,Mieussy,2486
117758,93,13,1326,13094,Saint-Étienne-du-Grès,2486
131486,41,57,5710,57597,Rosselange,2485
139622,93,83,8304,83102,Régusse,2483
113059,42,67,6702,67034,Berstett,2483
119404,54,86,8602,86128,Lencloître,2482
124010,82,01,0121,01166,Frans,2482
130679,82,38,3818,38503,La Terrasse,2481
120575,11,78,7802,78465,Orgerus,2480
118104,11,78,7811,78299,Hardricourt,2480
139457,23,76,7608,76026,Arques-la-Bataille,2480
142619,91,30,3008,30269,Saint-Jean-du-Gard,2480
127272,54,17,1722,17425,Semussac,2479
126618,42,67,6701,67230,Kaltenhouse,2478
144699,52,44,4428,44083,La Limouzinière,2477
122441,31,59,5906,59221,Famars,2475
120441,31,59,5904,59128,Capinghem,2474
110296,41,57,5719,57550,Porcelette,2472
126533,73,81,8114,81124,Lacaune,2471
120245,43,39,3901,39500,Salins-les-Bains,2471
142535,41,55,5514,55502,Stenay,2471
122244,93,84,8406,84067,Loriol-du-Comtat,2471
122270,41,54,5417,54029,Audun-le-Roman,2471
116723,25,14,1421,14754,Villers-sur-Mer,2469
133006,82,73,7310,73261,Saint-Michel-de-Maurienne,2469
114647,31,62,6236,62235,Condette,2469
114744,82,38,3808,38105,Chirens,2469
129896,54,16,1617,16230,Montmoreau-Saint-Cybard,2468
139474,23,27,2712,27191,La Croix-Saint-Leufroy,2468
114942,22,80,8012,80632,Pont-de-Metz,2468
117538,72,40,4001,40331,Villeneuve-de-Marsan,2465
137834,52,85,8517,85214,Sainte-Foy,2465
120158,83,43,4313,43046,Chadrac,2463
118955,82,38,3823,38095,Chatte,2463
144306,53,35,3502,35124,Grand-Fougeray,2462
138517,52,72,7201,72217,Neuville-sur-Sarthe,2462
133767,74,19,1909,19278,Varetz,2462
125843,83,43,4301,43184,Saint-Ferréol-d'Auroure,2462
136835,41,54,5417,54425,Piennes,2460
136913,73,46,4615,46225,Prayssac,2460
123617,23,76,7635,76219,Doudeville,2460
137896,11,77,7703,77344,Oissery,2459
129024,53,56,5614,56096,Landaul,2458
110563,91,30,3021,30083,Codognan,2458
126899,52,49,4910,49247,La Possonnière,2456
140391,52,72,7202,72299,Saint-Mars-d'Outillé,2455
121407,91,30,3008,30307,Les Salles-du-Gardon,2455
126445,91,34,3406,34126,Lamalou-les-Bains,2454
114045,22,80,8017,80308,Feuquières-en-Vimeu,2454
138438,42,68,6817,68289,Ruelisheim,2453
137051,54,17,1718,17397,Saint-Savinien,2453
137340,53,22,2220,22226,Ploumilliau,2453
135680,26,71,7105,71154,Crissey,2452
112993,82,69,6900,69068,Couzon-au-Mont-d'Or,2452
121378,11,78,7801,78263,Gambais,2451
114804,43,70,7002,70026,Arc-lès-Gray,2451
127524,41,57,5708,57638,Schoeneck,2450
140465,74,23,2305,23030,Bourganeuf,2450
123751,41,57,5701,57096,Boulange,2450
111981,52,44,4419,44007,Avessac,2450
131645,73,31,3107,31480,Sainte-Foy-d'Aigrefeuille,2449
128324,31,59,5931,59330,Landas,2447
118699,53,29,2909,29022,Camaret-sur-Mer,2447
132551,23,27,2704,27580,Saint-Ouen-de-Thouberville,2446
133439,42,68,6801,68152,Illfurth,2446
124457,72,47,4716,47203,Penne-d'Agenais,2445
129783,22,80,8017,80373,Gamaches,2443
142317,72,33,3308,33037,Beautiran,2443
115256,82,07,0715,07330,Vallon-Pont-d'Arc,2443
127611,41,57,5725,57669,Théding,2441
132504,24,45,4521,45254,Poilly-lez-Gien,2441
115388,31,62,6202,62557,Maroeuil,2441
126615,53,35,3508,35243,Romagné,2440
134354,24,37,3703,37091,La Croix-en-Touraine,2439
116988,24,37,3711,37263,Truyes,2436
134936,31,59,5910,59118,Busigny,2435
134537,41,55,5505,55063,Bouligny,2435
124610,25,14,1412,14092,Bourguébus,2433
116059,42,68,6816,68318,Soultzmatt,2432
119295,42,68,6817,68343,Ungersheim,2432
130543,82,01,0122,01157,Fareins,2431
141018,82,74,7412,74233,Saint-Félix,2431
113169,53,35,3505,35096,Domagné,2431
112262,82,42,4220,42211,Saint-Cyprien,2431
143209,72,40,4001,40117,Grenade-sur-l'Adour,2430
141454,41,54,5417,54536,Tucquegnieux,2430
139143,24,41,4106,41158,Naveil,2430
122669,73,32,3217,32410,Samatan,2429
133641,43,70,7015,70513,Vaivre-et-Montoille,2428
125195,83,15,1510,15162,Riom-ès-Montagnes,2428
129390,53,29,2923,29173,Plonéis,2427
117987,24,28,2801,28001,Abondant,2427
132618,11,77,7707,77442,Samoreau,2426
123259,52,85,8511,85017,Beaurepaire,2426
118432,11,78,7801,78238,Flins-sur-Seine,2424
139187,53,29,2922,29284,Treffiagat,2424
142347,82,38,3813,38100,Le Cheylas,2424
123972,82,69,6900,69293,Sathonay-Village,2423
129402,24,45,4520,45324,Tigy,2422
115722,43,70,7012,70447,Rioz,2420
141593,25,14,1401,14475,Noyers-Bocage,2420
141953,31,59,5919,59495,Recquignies,2420
112459,83,43,4316,43216,Saint-Paulien,2420
111524,11,95,9512,95580,Saint-Witz,2419
118444,72,33,3330,33097,Carcans,2418
119167,53,35,3501,35195,Montreuil-sur-Ille,2418
142574,24,41,4108,41055,Chouzy-sur-Cisse,2418
129711,31,62,6212,62454,Hinges,2417
114849,25,14,1401,14143,Caumont-l'Éventé,2417
117583,82,38,3818,38395,Saint-Hilaire,2415
132902,82,26,2611,26139,Génissieux,2415
132141,52,44,4419,44189,Sainte-Reine-de-Bretagne,2414
129075,82,73,7305,73285,Séez,2413
114657,52,85,8517,85127,Longeville-sur-Mer,2413
129790,42,67,6710,67052,Boersch,2412
116380,82,07,0717,07240,Saint-Georges-les-Bains,2412
141373,82,01,0120,01399,Ségny,2412
112018,31,59,5905,59467,Pont-sur-Sambre,2410
128820,54,79,7904,79103,Courlay,2409
144265,52,85,8501,85208,Saint-Denis-la-Chevasse,2409
143269,53,22,2227,22362,Tréguier,2409
112233,54,17,1706,17391,Saint-Rogatien,2408
117540,93,83,8310,83053,Évenos,2407
110807,53,22,2210,22219,Plouguenast,2406
113498,25,61,6110,61143,Damigny,2406
111693,72,33,3308,33077,Cabanac-et-Villagrains,2404
131463,25,14,1406,14587,Saint-Germain-la-Blanche-Herbe,2403
111818,31,59,5901,59345,Lewarde,2403
120068,26,21,2104,21103,Brazey-en-Plaine,2402
117722,83,43,4308,43051,Le Chambon-sur-Lignon,2400
144530,53,29,2926,29273,Santec,2400
138767,54,79,7917,79299,Saint-Varent,2400
118917,73,31,3104,31409,Péchabou,2399
143735,93,83,8318,83017,Belgentier,2399
139713,73,31,3106,31324,Martres-Tolosane,2397
122369,82,38,3827,38215,Luzinay,2397
126274,93,13,1326,13058,Maussane-les-Alpilles,2396
132831,22,80,8002,80721,Saint-Valery-sur-Somme,2394
135466,93,83,8313,83113,Saint-Julien,2394
121776,42,68,6805,68146,Houssen,2394
131553,31,62,6211,62841,Vendin-lès-Béthune,2393
117966,73,31,3107,31100,Calmont,2393
143364,93,06,0625,06089,Opio,2393
145076,73,81,8111,81038,Brens,2393
126220,26,21,2116,21599,Selongey,2393
123758,72,33,3313,33341,Pugnac,2392
110449,72,64,6425,64399,Montardon,2392
139919,52,85,8517,85250,Saint-Mathurin,2390
122734,54,79,7908,79083,Chef-Boutonne,2390
136810,72,33,3321,33447,Saint-Médard-de-Guizières,2389
134476,93,84,8410,84012,Beaumes-de-Venise,2389
115693,25,14,1411,14066,Bernières-sur-Mer,2388
118061,21,51,5102,51043,Bazancourt,2388
141916,72,33,3320,33114,Cavignac,2388
113268,54,16,1613,16271,Puymoyen,2388
127506,41,57,5701,57041,Aumetz,2384
119177,24,45,4517,45119,Dadonville,2384
139175,82,38,3803,38386,Saint-Geoire-en-Valdaine,2384
142048,72,47,4717,47051,Castelculier,2384
117791,11,95,9516,95211,Ennery,2383
137252,41,57,5701,57678,Tressange,2383
113215,25,50,5002,50066,Jullouville,2382
137114,11,78,7801,78513,La Queue-les-Yvelines,2381
118849,52,49,4905,49055,Cantenay-Épinard,2380
120565,82,01,0102,01130,Cras-sur-Reyssouze,2380
125263,42,68,6814,68286,Rosenau,2380
112085,72,47,4716,47280,Saint-Sylvestre-sur-Lot,2380
127765,52,44,4407,44165,Saint-Hilaire-de-Clisson,2378
115142,91,34,3409,34281,Saint-Pargoire,2378
128550,23,76,7621,76464,La Neuville-Chant-d'Oisel,2377
134611,22,80,8016,80182,Cayeux-sur-Mer,2377
123581,21,52,5203,52093,Chalindrey,2377
118112,91,34,3405,34155,Maureilhan,2376
127804,41,54,5423,54321,Longlaville,2374
131728,41,57,5714,57602,Rurange-lès-Thionville,2374
122373,26,58,5817,58214,Pougues-les-Eaux,2374
123321,54,17,1705,17297,Rivedoux-Plage,2374
120499,91,34,3424,34074,Cessenon-sur-Orb,2373
142679,24,45,4502,45061,Cepoy,2373
124942,72,33,3330,33146,Cussac-Fort-Médoc,2372
120288,31,62,6217,62170,Bouvigny-Boyeffles,2371
143172,72,47,4712,47049,Casseneuil,2371
140347,73,09,0906,09157,Laroque-d'Olmes,2371
126458,41,54,5402,54305,Lay-Saint-Christophe,2370
113884,73,12,1214,12102,Flavin,2370
125494,72,24,2404,24350,Razac-sur-l'Isle,2369
128260,82,07,0705,07264,Saint-Marcel-d'Ardèche,2368
132640,43,39,3913,39475,Saint-Amour,2368
114682,26,71,7120,71056,Branges,2367
140621,41,54,5404,54136,Conflans-en-Jarnisy,2366
125638,41,57,5717,57163,Dabo,2366
124204,21,08,0816,08053,Bazeilles,2365
123388,72,33,3322,33177,Gaillan-en-Médoc,2365
113134,53,35,3503,35079,Chevaigné,2365
117452,41,88,8811,88451,Senones,2364
127791,23,76,7609,76391,La Londe,2362
143608,53,29,2920,29113,Lanmeur,2362
123323,82,73,7301,73059,Brison-Saint-Innocent,2360
139287,54,16,1604,16236,Mouthiers-sur-Boëme,2359
122149,52,44,4418,44144,Riaillé,2358
120776,93,13,1328,13025,Châteauneuf-le-Rouge,2357
116957,52,44,4428,44174,Saint-Lumine-de-Coutais,2357
130309,31,59,5936,59197,Ennevelin,2356
135624,11,77,7718,77051,Bray-sur-Seine,2356
144096,93,13,1328,13109,Le Tholonet,2355
110544,83,63,6331,63227,Mirefleurs,2354
131443,53,29,2925,29297,Tréméven,2353
142884,21,51,5101,51193,Courtisols,2353
142514,82,07,0707,07070,Cornas,2353
138704,52,85,8508,85159,Nalliers,2353
133929,52,44,4410,44164,Saint-Hilaire-de-Chaléons,2353
136340,73,65,6509,65344,Ossun,2351
112555,54,79,7917,79196,Oiron,2351
130697,41,54,5416,54557,Velaine-en-Haye,2350
126489,72,47,4710,47175,Monflanquin,2350
116750,54,17,1703,17420,Salles-sur-Mer,2350
116352,54,17,1706,17373,Saint-Médard-d'Aunis,2349
137484,41,88,8816,88225,Hadol,2349
115205,73,09,0902,09167,Lézat-sur-Lèze,2349
116974,21,10,1010,10340,Saint-Germain,2348
123747,82,69,6902,69021,Bessenay,2348
112566,73,12,1206,12100,Firmi,2348
110714,53,35,3507,35306,Saint-Père,2346
130943,54,79,7901,79101,Coulonges-sur-l'Autize,2345
114559,72,64,6426,64035,Arbonne,2344
131828,82,74,7413,74269,Seyssel,2342
117493,82,07,0708,07129,Lamastre,2342
111617,31,62,6212,62520,Locon,2342
126467,42,67,6723,67261,Lauterbourg,2339
121044,72,40,4007,40332,Ychoux,2339
134927,25,14,1420,14407,Mathieu,2339
136845,54,17,1706,17466,Vérines,2339
122606,72,64,6413,64546,Urt,2339
122159,91,30,3021,30020,Aubord,2339
144793,42,67,6702,67539,Wingersheim,2338
123837,73,09,0913,09332,Verniolle,2338
113818,53,22,2203,22135,Louargat,2338
129071,74,19,1911,19146,Naves,2337
120317,73,31,3112,31533,Saubens,2337
137292,41,54,5415,54459,Richardménil,2335
113427,41,54,5404,54542,Valleroy,2335
144764,41,57,5721,57566,Réding,2334
123779,25,50,5001,50394,Périers,2334
130186,93,83,8312,83093,Plan-d'Aups-Sainte-Baume,2333
117423,43,39,3916,39286,Lavans-lès-Saint-Claude,2333
113199,82,38,3827,38110,Chuzelles,2333
138340,82,74,7411,74185,Monnetier-Mornex,2332
127682,53,56,5613,56249,Taupont,2330
120602,23,27,2707,27425,Nassandres,2329
118153,52,44,4407,44100,Monnières,2329
137602,22,60,6003,60398,Le Mesnil-en-Thelle,2329
141075,31,62,6225,62364,Fruges,2329
136038,52,85,8508,85255,Saint-Michel-en-l'Herm,2329
133452,73,31,3110,31497,Saint-Loup-Cammas,2329
121232,26,71,7124,71420,Saint-Germain-du-Plain,2329
126650,31,62,6234,62748,Saint-Folquin,2328
141703,91,30,3016,30039,Bezouce,2328
119869,82,74,7415,74013,Anthy-sur-Léman,2327
142006,82,07,0706,07204,Saint-Agrève,2325
139488,82,38,3817,38124,Corbelin,2325
130035,72,47,4715,47091,Estillac,2324
131861,26,21,2122,21584,Saulieu,2324
118629,22,60,6014,60041,Bailleul-sur-Thérain,2323
110703,31,59,5902,59303,Herlies,2323
111683,52,53,5305,53005,Andouillé,2323
119609,52,72,7210,72257,Rouillon,2322
124430,26,71,7127,71555,Varennes-le-Grand,2321
127700,82,07,0711,07172,Peaugres,2320
140005,31,59,5906,59288,Haulchin,2320
136772,22,60,6007,60402,Le Meux,2320
115318,53,22,2213,22079,Hénon,2320
126757,41,88,8814,88445,Saulcy-sur-Meurthe,2319
143381,53,29,2914,29277,Sizun,2319
138478,82,38,3816,38045,Biviers,2319
126867,93,83,8304,83007,Aups,2317
129590,23,76,7623,76648,Saint-Saëns,2317
137543,52,85,8517,85016,Beaulieu-sous-la-Roche,2316
134268,82,38,3828,38160,Eyzin-Pinet,2316
114335,54,17,1709,17472,Villedoux,2316
136076,82,74,7405,74087,Contamine-sur-Arve,2315
123831,24,41,4108,41142,Molineuf,2315
125564,22,02,0218,02680,Saint-Gobain,2315
122056,25,14,1404,14229,Dozulé,2315
120595,42,67,6701,67465,Sessenheim,2314
112097,26,21,2104,21607,Seurre,2314
130385,22,80,8021,80630,Poix-de-Picardie,2313
116418,11,77,7708,77377,Presles-en-Brie,2313
120517,54,17,1709,17008,Andilly,2312
144156,93,05,0514,05170,Tallard,2312
125489,41,54,5423,54493,Saulnes,2312
139012,24,41,4112,41097,Gièvres,2311
141897,54,86,8601,86261,Sèvres-Anxaumont,2311
122586,82,73,7313,73227,Saint-Bon-Tarentaise,2311
120912,52,85,8512,85118,Landeronde,2310
136886,52,44,4418,44111,Notre-Dame-des-Landes,2310
132518,53,22,2217,22273,Saint-Alban,2309
131073,24,41,4105,41104,Huisseau-sur-Cosson,2308
138247,82,74,7414,74103,Domancy,2308
134772,73,12,1217,12146,Le Monastère,2308
112953,52,49,4910,49259,Rochefort-sur-Loire,2308
112171,22,80,8018,80585,Nesle,2308
129146,54,17,1702,17164,Fontcouverte,2306
124919,52,53,5313,53247,Saint-Pierre-la-Cour,2306
114574,24,45,4510,45248,Patay,2306
114255,23,27,2720,27183,La Couture-Boussey,2306
130726,24,36,3604,36045,Châtillon-sur-Indre,2304
133933,53,22,2227,22195,Pleubian,2304
143693,42,67,6710,67172,Griesheim-près-Molsheim,2303
138187,22,60,6013,60686,Villers-sous-Saint-Leu,2303
125156,72,24,2403,24253,Mareuil,2303
142274,73,12,1221,12254,Salles-la-Source,2302
122256,91,34,3407,34227,Restinclières,2302
131274,11,77,7707,77088,La Chapelle-la-Reine,2301
116389,93,06,0624,06006,Aspremont,2300
120900,91,48,4801,48009,Aumont-Aubrac,2300
138524,31,59,5905,59265,Gommegnies,2300
117272,22,80,8015,80793,Vignacourt,2299
140004,23,76,7601,76636,Saint-Pierre-de-Varengeville,2299
137327,42,68,6806,68091,Fessenheim,2299
129626,52,85,8516,85012,La Barre-de-Monts,2298
138808,41,57,5702,57589,Rohrbach-lès-Bitche,2298
141422,52,85,8509,85156,Moutiers-les-Mauxfaits,2298
142229,73,31,3101,31517,Saint-Sulpice-sur-Lèze,2298
127236,41,57,5723,57132,Château-Salins,2297
118373,11,91,9105,91243,Fontenay-lès-Briis,2297
140389,82,74,7408,74299,Veyrier-du-Lac,2297
135826,31,59,5936,59071,Bersée,2296
110731,11,91,9107,91631,Varennes-Jarcy,2296
130246,52,53,5317,53185,Pré-en-Pail,2295
117234,53,22,2215,22277,Saint-Brandan,2295
118631,82,07,0717,07316,Soyons,2295
128379,82,07,0701,07041,Boulieu-lès-Annonay,2294
138493,31,62,6223,62626,Noyelles-lès-Vermelles,2294
142315,73,82,8204,82169,Saint-Nicolas-de-la-Grave,2293
126575,93,05,0510,05065,Guillestre,2292
118623,83,43,4305,43213,Saint-Pal-de-Mons,2291
141991,42,67,6716,67115,Ebersheim,2291
131911,43,39,3911,39367,Morbier,2290
136213,82,38,3821,38349,Sablons,2290
136314,24,41,4112,41185,Pruniers-en-Sologne,2290
126541,54,16,1613,16244,Nersac,2289
126902,11,77,7705,77385,Rebais,2289
138699,53,29,2926,29206,Plounévez-Lochrist,2289
120710,24,41,4113,41161,Nouan-le-Fuzelier,2288
142083,41,54,5407,54367,Mexy,2288
140897,53,56,5603,56024,Bréhan,2288
125818,52,44,4419,44053,Drefféac,2288
113577,82,01,0120,01135,Crozet,2288
112759,41,57,5727,57731,Volmerange-les-Mines,2288
129263,82,69,6902,69086,Fleurieux-sur-l'Arbresle,2287
127835,21,10,1017,10401,Vendeuvre-sur-Barse,2287
117913,72,47,4711,47143,Lavardac,2287
119138,11,78,7811,78403,Mézy-sur-Seine,2287
137606,93,06,0610,06091,Peille,2287
137303,23,27,2722,27438,Nonancourt,2287
137181,82,01,0101,01089,Château-Gaillard,2287
121614,91,34,3404,34025,Bassan,2287
121636,43,25,2511,25334,Levier,2287
125608,82,74,7406,74258,Samoëns,2286
124273,73,31,3110,31228,Gragnague,2286
127411,54,16,1611,16097,Cherves-Richemont,2285
123913,21,08,0815,08174,Floing,2285
131669,82,07,0715,07201,Ruoms,2284
144388,53,35,3515,35135,Irodouër,2284
141045,72,24,2417,24139,Coursac,2284
144290,52,44,4419,44057,Fégréac,2283
125487,52,72,7204,72155,Laigné-en-Belin,2283
123539,72,33,3313,33067,Bourg,2283
128314,53,56,5609,56069,Groix,2282
125706,54,86,8605,86298,Vouneuil-sur-Vienne,2281
120553,74,87,8705,87205,Le Vigen,2280
139601,31,59,5919,59035,Avesnelles,2280
117360,74,19,1912,19136,Meymac,2279
135577,22,80,8004,80013,Airaines,2279
122515,43,39,3905,39233,Foucherans,2279
122914,52,85,8510,85025,La Boissière-de-Montaigu,2279
128486,25,14,1424,14215,Cuverville,2278
110626,53,35,3514,35130,Hédé-Bazouges,2278
121416,53,56,5621,56132,Meucon,2277
110459,82,38,3807,38281,Noyarey,2277
129328,72,33,3310,33413,Saint-Germain-du-Puch,2276
127422,24,45,4521,45108,Coullons,2274
123840,82,74,7405,74024,Ayse,2274
121046,53,56,5605,56026,Bubry,2273
120406,42,67,6701,67449,Schirrhein,2272
120647,11,78,7802,78591,Septeuil,2272
137714,41,57,5714,57465,Metzervisse,2272
136210,42,67,6701,67405,Roeschwoog,2272
137425,54,17,1703,17353,Saint-Laurent-de-la-Prée,2271
128097,41,88,8814,88424,Sainte-Marguerite,2271
130199,82,74,7415,74180,Messery,2271
140248,53,35,3512,35250,Saint-Armel,2271
138215,24,36,3613,36228,Valençay,2271
124098,54,79,7905,79100,Coulon,2271
114590,82,73,7312,73328,Viviers-du-Lac,2271
139268,82,73,7302,73182,Mouxy,2270
128106,53,56,5618,56005,Arzon,2269
118893,82,01,0118,01232,Marboz,2268
136217,54,86,8610,86140,Lussac-les-Châteaux,2268
114376,52,72,7211,72065,La Chapelle-Saint-Aubin,2268
140157,93,05,0501,05006,L' Argentière-la-Bessée,2267
137741,82,01,0116,01192,Izernore,2267
129195,25,14,1403,14200,Creully,2266
118407,53,35,3517,35294,Sainte-Marie,2266
117840,31,62,6215,62240,Corbehem,2266
119419,52,72,7201,72023,Ballon,2266
127714,26,89,8913,89099,Cheny,2265
123166,41,88,8808,88483,Uxegney,2265
123253,91,30,3019,30138,Langlade,2265
126257,54,79,7904,79123,La Forêt-sur-Sèvre,2265
137819,82,07,0709,07191,Rochemaure,2264
125217,42,68,6809,68068,Dannemarie,2264
112200,22,60,6007,60325,Jaux,2264
141990,54,17,1705,17369,Saint-Martin-de-Ré,2263
136389,53,22,2211,22233,Plourivo,2263
128016,72,33,3322,33125,Cissac-Médoc,2262
127872,73,31,3109,31181,Le Fauga,2262
118587,31,59,5936,59129,Cappelle-en-Pévèle,2262
138211,52,53,5308,53094,Entrammes,2262
122057,41,57,5716,57193,Ennery,2262
118384,53,56,5617,56168,Plouharnel,2261
123647,82,01,0120,01103,Chevry,2261
130619,91,34,3405,34237,Roujan,2260
116593,43,25,2504,25258,Franois,2260
121055,91,30,3016,30212,Remoulins,2260
135401,41,57,5714,57370,Koenigsmacker,2260
113210,73,31,3127,31136,Cépet,2260
139627,21,08,0813,08367,Rocroi,2259
112417,42,67,6703,67301,Mommenheim,2259
142331,91,66,6617,66178,Saint-Jean-Pla-de-Corts,2258
136862,82,26,2610,26063,Buis-les-Baronnies,2258
125374,31,59,5905,59041,Bachant,2258
144171,91,66,6601,66217,Trouillas,2257
143216,31,59,5908,59401,Méteren,2256
121032,53,35,3501,35191,Montours,2256
142797,11,95,9517,95120,Butry-sur-Oise,2254
140487,83,03,0301,03304,Vendat,2254
111190,74,19,1918,19121,Lubersac,2253
132755,11,91,9115,91648,Vert-le-Grand,2252
113943,53,35,3524,35065,La Chapelle-Thouarault,2252
140606,53,29,2909,29172,Plomodiern,2251
134727,53,56,5613,56070,Guégon,2251
134812,93,84,8408,84074,Mérindol,2251
135699,73,31,3107,31429,Pompertuzat,2251
113790,31,59,5931,59222,Faumont,2251
112775,82,74,7413,74201,Neydens,2251
124437,82,38,3801,38058,Brézins,2250
128424,26,21,2118,21481,Perrigny-lès-Dijon,2249
120570,83,63,6307,63254,Nohanent,2249
123899,23,76,7606,76069,Belbeuf,2249
112073,82,74,7415,74163,Margencel,2249
115102,82,01,0120,01109,Collonges,2249
127694,72,64,6415,64062,Arudy,2248
144082,25,50,5011,50267,Lessay,2248
123642,73,82,8212,82179,Septfonds,2248
124851,26,71,7128,71132,Ciry-le-Noble,2248
120978,54,79,7914,79216,Prahecq,2246
122361,42,67,6712,67125,Epfig,2246
130976,73,65,6513,65304,Maubourguet,2245
118883,82,69,6904,69208,Saint-Germain-Nuelles,2245
140267,73,81,8110,81131,Lagrave,2244
141766,21,10,1017,10209,Lusigny-sur-Barse,2244
112166,53,56,5616,56123,Malansac,2244
116276,93,83,8307,83077,Méounes-lès-Montrieux,2243
144387,82,26,2605,26330,Saint-Sorlin-en-Valloire,2241
122182,24,45,4503,45346,Vitry-aux-Loges,2240
110793,82,01,0101,01345,Saint-Denis-en-Bugey,2240
120660,52,53,5309,53127,Lassay-les-Châteaux,2239
142489,82,07,0712,07138,Lavilledieu,2239
126054,73,32,3211,32249,Mauvezin,2239
114490,31,59,5936,59022,Attiches,2238
126425,41,57,5714,57287,Basse-Ham,2237
128944,22,02,0205,02110,Braine,2237
112508,53,56,5603,56042,Colpo,2237
119493,53,22,2205,22272,Saint-Agathon,2236
138854,82,73,7314,73326,Vimines,2236
140375,53,56,5617,56234,Saint-Pierre-Quiberon,2236
129014,43,25,2504,25036,Avanne-Aveney,2235
136869,53,22,2203,22025,Callac,2235
136221,53,29,2921,29080,Hôpital-Camfrout,2234
133696,21,08,0803,08311,Mouzon,2234
126200,82,07,0716,07117,Lablachère,2234
110951,83,63,6319,63265,Orléat,2234
142414,82,07,0711,07308,Sarras,2233
114796,22,60,6006,60156,Clairoix,2232
131708,54,17,1705,17051,Le Bois-Plage-en-Ré,2229
136742,42,67,6716,67311,Muttersholtz,2228
110213,11,95,9509,95056,Belloy-en-France,2228
128514,31,59,5908,59135,Cassel,2227
120266,52,85,8515,85100,Givrand,2227
132666,82,01,0122,01248,Mionnay,2227
139687,21,08,0810,08327,Nouvion-sur-Meuse,2226
124660,82,38,3820,38436,Saint-Paul-de-Varces,2224
140371,25,50,5009,50592,Tessy-sur-Vire,2223
122520,53,22,2214,22048,Corseul,2223
138846,31,62,6206,62447,Hesdin,2222
128177,54,86,8611,86016,Avanton,2221
127249,22,02,0211,02468,Marle,2221
117678,52,85,8517,85103,Grosbreuil,2220
116680,73,31,3113,31271,Lanta,2220
128586,91,66,6617,66093,Laroque-des-Albères,2219
119401,11,91,9101,91156,Cheptainville,2219
139800,26,58,5812,58238,Saint-Éloi,2218
134066,82,26,2606,26169,Malataverne,2218
111411,82,01,0120,01401,Sergy,2218
133761,53,29,2906,29048,Edern,2217
142954,72,33,3311,33349,Quinsac,2215
115501,11,77,7711,77255,Livry-sur-Seine,2215
120637,31,62,6225,62684,Racquinghem,2214
130900,11,78,7801,78090,Bouafle,2213
141772,91,34,3407,34027,Beaulieu,2213
125212,74,87,8706,87143,Saint-Gence,2213
137931,11,77,7705,77240,Jouy-sur-Morin,2212
111496,83,63,6301,63213,Les Martres-d'Artière,2212
121380,94,2B,2B13,2B009,Aléria,2211
119585,43,25,2508,25495,Roche-lez-Beaupré,2210
141634,82,74,7412,74255,Sales,2210
127844,82,42,4209,42176,Pouilly-les-Nonains,2209
142642,43,25,2514,25403,Montlebon,2209
125458,83,63,6317,63322,Saint-Beauzire,2209
114585,24,28,2814,28393,Tremblay-les-Villages,2209
125199,53,22,2214,22237,Pluduno,2208
110620,53,35,3526,35256,Saint-Briac-sur-Mer,2208
118014,25,14,1404,14409,Merville-Franceville-Plage,2207
143745,72,40,4009,40004,Angresse,2207
132566,42,67,6712,67084,Dambach-la-Ville,2207
137412,93,06,0610,06023,Breil-sur-Roya,2206
127179,73,31,3108,31297,Lévignac,2206
144830,53,22,2220,22207,Plouaret,2206
111457,82,69,6907,69197,Saint-Étienne-des-Oullières,2206
128772,82,73,7306,73191,Novalaise,2205
131891,91,30,3017,30302,Saint-Victor-la-Coste,2205
120091,53,29,2918,29196,Plouguin,2204
131793,53,29,2921,29045,Dirinon,2203
115924,52,72,7209,72137,Villeneuve-en-Perseigne,2203
110704,26,89,8911,89348,Saint-Julien-du-Sault,2203
130590,53,35,3514,35356,Vignoc,2202
127404,52,49,4905,49135,Feneu,2202
121843,93,13,1303,13020,Cadolive,2202
112513,41,54,5405,54197,Fléville-devant-Nancy,2202
129232,52,49,4917,49308,Saint-Melaine-sur-Aubance,2201
117923,53,22,2218,22372,Trémuson,2201
124982,42,68,6803,68292,Saint-Amarin,2200
123338,93,13,1326,13068,Paradou,2200
123364,24,28,2813,28236,Margon,2200
142922,23,27,2706,27502,Rugles,2199
134848,53,35,3527,35015,Balazé,2199
117144,53,35,3511,35016,Baulon,2197
116695,82,38,3824,38464,Saint-Victor-de-Cessieu,2197
142215,25,61,6115,61153,Écouché,2197
118036,73,12,1213,12043,Calmont,2196
126415,42,68,6805,68007,Andolsheim,2195
126417,52,72,7220,72334,Sillé-le-Guillaume,2195
130192,73,12,1204,12063,La Cavalerie,2195
117916,91,34,3414,34143,Loupian,2195
